ALWNC_DE,ALWNC_RESN,BSI_INT,ENG_RN,MVMN_DE,MVMN_RESN,MVM_RES_CD,NTFC_DE,OPERT_DE,RBP_CN,RDS_DPN_SE,RDS_MAN_NO,REP_CN,RN,RN_CD,ROAD_BT,ROAD_LT,ROA_CLS_SE,SIG_CD,WDR_RD_CD,starbucks_,starbuck_1,starbuck_2,starbuck_3,starbuck_4
"20090618",행정구역명칭 인용,"10",Jamwon-ro,"20191105",도로구간변경,"12","20100422","20191105134440",잠원동 78,"1","604",잠원동 79,잠원로,"3121019",7.00000000,118.00000000,"3","11650","3",서울웨이브아트센터,서울특별시 서초구 잠원로 145-35 (잠원동)1522-3232,"37.518807","127.00704",
"20100722",방배동을 중심부에서 관통하여 부여,"10",Bangbaejungang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100820","20141030225604",방배동 917-7,"1","514",방배동 1297,방배중앙로,"3121011",15.00000000,60.00000000,"3","11650","3",방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동)1522-3232,"37.4934767","126.9865297",
"20100616","월드컵경기장의 북쪽에 위치한 도로로서, 월드컵을 인용하여 부여함","20",World Cup buk-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223918",동교동 160-5,"1","3573",상암동 656,월드컵북로,"3113019",25.00000000,472.00000000,"3","11440","3",상암DMC,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)1522-3232","37.577623","126.890684",
"20090618",사임당로는 1981년 1월 21일에 조선시대의 여류 서화가인 신사임당의 인명 인용,"10",Saimdang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225604",서초동 1748-14,"1","132",서초동 1337-34,사임당로,"3121014",20.00000000,64.00000000,"3","11650","3",서이초교사거리,서울특별시 서초구 사임당로 143 (서초동)1522-3232,"37.4918146","127.0252252",
"20100616",와우산로의 가로명은  1984년11월7일에 처음으로 제정되었으며 그이름은 인근에 있는 와우산에서 연유되었다.,"10",Wausan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223918",상수동 395,"1","2875",동교동 183-1,와우산로,"3113017",6.00000000,44.00000000,"3","11440","3",홍대삼거리,서울특별시 마포구 와우산로 64 (상수동)1522-3232,"37.550266","126.923179",
"20100616","월드컵경기장의 북쪽에 위치한 도로로서, 월드컵을 인용하여 부여함","20",World Cup buk-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223918",동교동 160-5,"1","7",상암동 656,월드컵북로,"3113019",7.00000000,105.00000000,"3","11440","3",상암DMC,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)1522-3232","37.577623","126.890684",
"20100616",월드컵북로에서 분기되는 도로,"10",World Cup buk-ro 54-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223919",상암동 172-4,"1","2963",상암동 251-10,월드컵북로54길,"4139549",18.00000000,165.00000000,"4","11440","3",상암사보이시티,서울특별시 마포구 월드컵북로54길 17 (상암동)1522-3232,"37.58147","126.888983",
"20100419",조선 태조의 계비인 신덕왕후의 능(陵)인 ‘정릉(貞陵)’에서 유래된 정릉동의 동명을 인용하여 부여,"10",Jeongneung-ro,"20120111","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030220128",정릉동 산87-1 임,"1","3980",하월곡동 104-134 천,정릉로,"3107014",5.00000000,81.00000000,"3","11290","3",길음역,서울특별시 성북구 정릉로 376 (돈암동)1522-3232,"37.602139","127.025271",
"20100419",조선시대 석전으로 유명한 만리재 명칭 인용,"10",Mallijae-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030223910",공덕동 255-31,"1","3585",아현동 386-69,만리재로,"3101016",3.00000000,2200.00000000,"3","11440","2",서울역서부,서울특별시 용산구 만리재로 202 (서계동)1522-3232,"37.555165","126.968446",
"20100616","토정 이지함 선생의 호를 인용, 현재도 토정거리 축제가 열리는 등 지명도가 높아 명명함","10",Tojeong-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223919",합정동 139-21,"1","1810",마포동 34-1,토정로,"3113023",4.00000000,45.00000000,"3","11440","3",마포용강동,서울특별시 마포구 토정로 295 (용강동)1522-3232,"37.541186","126.942209",
"20100514",조선 영조 14년에 도성 수비를 담당했던 어영청(御營廳)의 북둔(北屯)이 설치된 것에서 유래된 성북동의 동명을 인용하여 부여,"10",Seongbuk-ro,"20100910","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110309",성북동1가 50-1천,"1","1461",성북동 330-139대,성북로,"3107008",5.00000000,74.00000000,"3","11290","3",한성대입구역,서울특별시 성북구 성북로 11 (성북동1가)1522-3232,"37.589054","127.004839",
"20100722",방배동을 중심부에서 관통하여 부여,"20",Bangbaejungang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100820","20141030225604",방배동 917-7,"1","525",방배동 1297,방배중앙로,"3121011",15.00000000,36.00000000,"3","11650","3",방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동)1522-3232,"37.4934767","126.9865297",
"20100722",방배동을 중심부에서 관통하여 부여,"10",Bangbaejungang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100820","20141030225604",방배동 917-7,"1","1185",방배동 1297,방배중앙로,"3121011",6.00000000,160.00000000,"3","11650","3",방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동)1522-3232,"37.4934767","126.9865297",
"20100722",방배동을 중심부에서 관통하여 부여,"10",Bangbaejungang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100820","20141030225604",방배동 917-7,"1","1404",방배동 1297,방배중앙로,"3121011",15.00000000,42.00000000,"3","11650","3",방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동)1522-3232,"37.4934767","126.9865297",
"20100722",방배동을 중심부에서 관통하여 부여,"10",Bangbaejungang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100820","20141030225604",방배동 917-7,"1","1599",방배동 1297,방배중앙로,"3121011",15.00000000,25.00000000,"3","11650","3",방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동)1522-3232,"37.4934767","126.9865297",
"20100722",방배동을 중심부에서 관통하여 부여,"10",Bangbaejungang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100820","20141030225604",방배동 917-7,"1","321",방배동 1297,방배중앙로,"3121011",15.00000000,27.00000000,"3","11650","3",방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동)1522-3232,"37.4934767","126.9865297",
"20100722",방배동을 중심부에서 관통하여 부여,"10",Bangbaejungang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100820","20141030225604",방배동 917-7,"1","322",방배동 1297,방배중앙로,"3121011",15.00000000,23.00000000,"3","11650","3",방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동)1522-3232,"37.4934767","126.9865297",
"20100722",방배동을 중심부에서 관통하여 부여,"10",Bangbaejungang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100820","20141030225604",방배동 917-7,"1","1828",방배동 1297,방배중앙로,"3121011",15.00000000,60.00000000,"3","11650","3",방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동)1522-3232,"37.4934767","126.9865297",
"20100722",방배동을 중심부에서 관통하여 부여,"10",Bangbaejungang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100820","20141030225604",방배동 917-7,"1","1439",방배동 1297,방배중앙로,"3121011",15.00000000,23.00000000,"3","11650","3",방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동)1522-3232,"37.4934767","126.9865297",
"20100722",방배동을 중심부에서 관통하여 부여,"10",Bangbaejungang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100820","20141030225604",방배동 917-7,"1","1683",방배동 1297,방배중앙로,"3121011",15.00000000,24.00000000,"3","11650","3",방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동)1522-3232,"37.4934767","126.9865297",
"20100419",행정구역 명칭 사용,"20",Myeonmok-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030215735",면목동392-41,"1","2189",상봉동101-14,면목로,"3005027",4.00000000,5100.00000000,"3","11260","2",사가정역,서울특별시 중랑구 면목로 3101522-3232,"37.579594","127.087966",
"20100513",행정구역명(이문동)을 이용하여 이문로로 명명,"10",Imun-ro,,직권수정(속성변경),"99","20100520","20190424164455",회기동 66-1,"1","1273",이문동 247-1,이문로,"3105010",3.00000000,83.00000000,"3","11230","3",회기역사거리,서울특별시 동대문구 이문로 37 (회기동)1522-3232,"37.590784","127.056098",
"20100628",종로 일련번호 부여,"20",Jong-ro 1-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100702","20110225",종로1가 87-5,"0","1873",중학동 92,종로1길,"4100312",10.00000000,652.00000000,"4","11110","3",이마빌딩,서울특별시 종로구 종로1길 42 (수송동)1522-3232,"37.5738637","126.9789715",
"20100605",망우로에서 분기되는 도로구간으로 일련번호 부여,"11",Mangu-ro 30-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110105",중화동136-80,"0","699",면목동186-11,망우로30길,"4118146",10.00000000,300.00000000,"4","11260","3",중랑역,서울특별시 중랑구 망우로30길 3 (상봉동)1522-3232,"37.5930326","127.0747358",
"20100419",행정구역 명칭 사용,"20",Myeonmok-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030215735",면목동392-41,"1","1948",상봉동101-14,면목로,"3005027",4.00000000,5100.00000000,"3","11260","2",사가정역,서울특별시 중랑구 면목로 3101522-3232,"37.579594","127.087966",
"20100616","월드컵경기장의 북쪽에 위치한 도로로서, 월드컵을 인용하여 부여함","20",World Cup buk-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223918",동교동 160-5,"1","2779",상암동 656,월드컵북로,"3113019",5.00000000,70.00000000,"3","11440","3",상암DMC,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)1522-3232","37.577623","126.890684",
"20100616","상암산이 위치한 곳을 지난는 도로로서, 상암산을 인용하여 부여","20",Sangamsan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223915",상암동 405-6,"0","5",상암동 229-2,상암산로,"3113009",31.00000000,927.00000000,"3","11440","3",상암디지털큐브,서울특별시 마포구 상암산로 341522-3232,"37.5763132","126.8892477",
"20100616",옛날 독을 굽던 곳이라하여 독마을이라 불리던 것이 현재는 독막으로 불리게 되어 명명함.,"10",Dongmak-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223913",합정동 414-25,"1","1822",도화동 556,독막로,"3113005",1.00000000,54.00000000,"3","11440","3",상수역,서울특별시 마포구 독막로 88 (상수동)1522-3232,"37.5474817","126.9232158",
"20100419",도로구간에 위치한 창덕궁의 정문인 돈화문의 역사성 반영,"10",Donhwamun-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214622",묘동 141-2,"1","845",묘동 1-2,돈화문로,"3100003",7.00000000,27.00000000,"3","11110","3",서울극장,서울특별시 종로구 돈화문로 13 (관수동) 서울극장1522-3232,"37.56975769","126.9917911",
"20090710",서울의 남쪽을 연결하는 도로,"10",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030225215",신림동 1673,"1","327",남현동 1130-1,남부순환로,"2000003",3.00000000,32620.00000000,"2","11620","1",신월동DT,서울특별시 양천구 남부순환로 319 (신월동)1522-3232,"37.53829235","126.8271014",
"20100520",신길동 동명칭 인용,"20",Singil-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100527","20141030224647",대림동 948-1,"1","1178",영등포동1가 96-4,신길로,"3118014",25.00000000,19.00000000,"3","11560","3",영등포신길DT,"서울특별시 영등포구 신길로 137 (신길동) 1,2층1522-3232","37.504566","126.910073",신길로 137 (신길
"20100419",역사성이 많은 영등포 지명 인용,"20",Yeongdeungpo-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030224650",양평동3가 489,"1","647",신길동 1348,영등포로,"3118022",2.00000000,67.00000000,"3","11560","3",영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가)1522-3232,"37.518713","126.909559",
"20100419",조선5대 궁궐의 하나인 창경궁 명칭 인용,"10",Changgyeonggung-ro,"20110303",기재내용정정,"71","20100422","20181106092032",서울특별시 중구 충무로5가 19-7 (퇴계로),"1","828",서울특별시 성북구 성북동1가 50-3 (한성대입구 사거리),창경궁로,"3005008",4.00000000,3170.00000000,"3","11110","2",종로플레이스,서울특별시 종로구 창경궁로 120 (인의동)1522-3232,"37.57319","126.998309",
"20100520",신길동 동명칭 인용,"20",Singil-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100527","20141030224647",대림동 948-1,"1","1105",영등포동1가 96-4,신길로,"3118014",12.00000000,145.00000000,"3","11560","3",영등포신길DT,"서울특별시 영등포구 신길로 137 (신길동) 1,2층1522-3232","37.504566","126.910073",신길로 137 (신길
"20100419",조선5대 궁궐의 하나인 창경궁 명칭 인용,"10",Changgyeonggung-ro,"20110303",기재내용정정,"71","20100422","20181106092032",서울특별시 중구 충무로5가 19-7 (퇴계로),"1","495",서울특별시 성북구 성북동1가 50-3 (한성대입구 사거리),창경궁로,"3005008",2.00000000,3170.00000000,"3","11110","2",종로플레이스,서울특별시 종로구 창경궁로 120 (인의동)1522-3232,"37.57319","126.998309",
"20100616",옛날 독을 굽던 곳이라하여 독마을이라 불리던 것이 현재는 독막으로 불리게 되어 명명함.,"10",Dongmak-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223913",합정동 414-25,"1","1821",도화동 556,독막로,"3113005",1.00000000,65.00000000,"3","11440","3",상수역,서울특별시 마포구 독막로 88 (상수동)1522-3232,"37.5474817","126.9232158",
"20090710",디지털단지의 상징성 및 접근성,"20",Digital-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030224637",대림동 1117,"1","2626",대림동 909-2,디지털로,"3000026",3.00000000,4667.00000000,"3","11560","1",구로에이스,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)1522-3232","37.48448329","126.8944957",
"20090710",디지털단지의 상징성 및 접근성,"20",Digital-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030224633",대림동 1117,"1","874",대림동 909-2,디지털로,"3000026",3.00000000,4667.00000000,"3","11560","1",구로에이스,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)1522-3232","37.48448329","126.8944957",
"20101116",동작대교의 상징적 이미지,"10",Dongjak-daero,"20141117",누락된부여일자 입력,"71","20101116","20181116105039",서울특별시 동작구 사당동 588-45,"1","463",서울특별시 용산구 용산동 6가 69-30,동작대로,"2005009",6.00000000,5071.00000000,"2","11650","2",이수역,서울특별시 서초구 동작대로 112 (방배동)1522-3232,"37.4864664","126.9827403",
"20100616",와우산로의 가로명은  1984년11월7일에 처음으로 제정되었으며 그이름은 인근에 있는 와우산에서 연유되었다.,"10",Wausan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223918",상수동 395,"1","2464",동교동 183-1,와우산로,"3113017",4.00000000,32.00000000,"3","11440","3",홍대삼거리,서울특별시 마포구 와우산로 64 (상수동)1522-3232,"37.550266","126.923179",
"20100419",조선5대 궁궐의 하나인 창경궁 명칭 인용,"10",Changgyeonggung-ro,"20110303",기재내용정정,"71","20100422","20181106092032",서울특별시 중구 충무로5가 19-7 (퇴계로),"1","496",서울특별시 성북구 성북동1가 50-3 (한성대입구 사거리),창경궁로,"3005008",3.00000000,3170.00000000,"3","11110","2",종로플레이스,서울특별시 종로구 창경궁로 120 (인의동)1522-3232,"37.57319","126.998309",
"20100503",방배로는 1981년 1월 21일 시내 무명의 36개 도로에 대한 새이름을 부여할 때 방배로라 명명되어 지금까지 사용되어온 명칭이다. 방배로의 명칭은 이름그대로 이도로가 지나는 방배동의 동명에??,"10",Bangbae-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100527","20141030225603",방배동 912-14,"1","471",방배동 910-18,방배로,"3121010",30.00000000,119.00000000,"3","11650","3",방배역,서울특별시 서초구 방배로 84 (방배동)1522-3232,"37.48200755","126.9976438",
,행정구역명칭 인용,"20",Sinchon-ro,"20141117",광역도로 정비,"90","20100422","20141117102054",동교동 173-17,"1","2859",아현동 91-14,신촌로,"3005057",7.00000000,3300.00000000,"3","11440","2",현대신촌,서울특별시 서대문구 신촌로 83 (창천동)1522-3232,"37.55608306","126.9358449",
,행정구역명칭 인용,"10",Sinchon-ro,"20141117",광역도로 정비,"90","20100422","20141117102054",동교동 173-17,"1","2860",아현동 91-14,신촌로,"3005057",5.00000000,3300.00000000,"3","11440","2",현대신촌,서울특별시 서대문구 신촌로 83 (창천동)1522-3232,"37.55608306","126.9358449",
"20100422",행정구역(왕십리동) 지명을 인용,"5",Wangsimni-ro,"20141117",직권수정(속성변경),"99","20100422","20190613150810",서울특별시 성동구 성수동1가 511-2 (강변북로),"1","1871",서울특별시 중구 신당동 170-30 (도로교통공단사거리),왕십리로,"3005011",8.00000000,3900.00000000,"3","11200","2",한양대,"서울특별시 성동구 왕십리로 225 (행당동) 1,2층1522-3232","37.55726984","127.0421649",
"20100514",조선 영조 14년에 도성 수비를 담당했던 어영청(御營廳)의 북둔(北屯)이 설치된 것에서 유래된 성북동의 동명을 인용하여 부여,"10",Seongbuk-ro,"20100910","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110309",성북동1가 50-1천,"1","3749",성북동 330-139대,성북로,"3107008",4.00000000,37.00000000,"3","11290","3",한성대입구역,서울특별시 성북구 성북로 11 (성북동1가)1522-3232,"37.589054","127.004839",
"20100520",당산동의 동명칭 인용,"20",Dangsan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100527","20141030224642",문래동3가 58-20,"1","326",당산동6가 321,당산로,"3118004",2.00000000,109.00000000,"3","11560","3",문래역,서울특별시 영등포구 당산로 34 (문래동3가)1522-3232,"37.517446","126.895258",
"20100628",조선왕조의 개국공신인 삼봉 정도전이 수송동(현재 종로구청)에 살았던 것으로 그의 호를 인용하여 도로명 부여,"10",Sambong-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100702","20110225",견지동 110-2,"1","1536",공평동 100-20,삼봉로,"3100006",2.00000000,44.00000000,"3","11110","3",종로구청,서울특별시 종로구 삼봉로 71 (수송동)1522-3232,"37.572662","126.981138",
"20100419",역사성이 많은 영등포 지명 인용,"20",Yeongdeungpo-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030224650",양평동3가 489,"1","313",신길동 1348,영등포로,"3118022",2.00000000,57.00000000,"3","11560","3",영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가)1522-3232,"37.518713","126.909559",
"20100507",행정구역 명칭 사용,"5",Cheonho-daero,,직권수정(도로구간시종점오류),"99","20100315","20160527111925",용답동 224-4,"1","2369",용답동 239-4,천호대로,"2000008",10.00000000,15510.00000000,"2","11200","1",답십리역,서울특별시 동대문구 천호대로 263 (답십리동)1522-3232,"37.568466","127.051106",
"20100419",서대문안을 의미하는 새문안의 의미를 인용,"20",Saemunan-ro,,기재내용정정,"71","20100422","20181106091951",서울특별시 중구 충정로1가 85 (충정로 삼거리),"0","3321",서울특별시 종로구 세종로 211 (세종로 사거리),새문안로,"3005004",40.00000000,1100.00000000,"3","11110","2",문화일보,서울특별시 중구 새문안로 22 (충정로1가) 문화일보1522-3232,"37.56712291","126.9686642",
"20100419",조선 태조의 계비인 신덕왕후의 능(陵)인 ‘정릉(貞陵)’에서 유래된 정릉동의 동명을 인용하여 부여,"10",Jeongneung-ro,"20120111","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030220128",정릉동 산87-1 임,"1","3714",하월곡동 104-134 천,정릉로,"3107014",3.00000000,139.00000000,"3","11290","3",길음역,서울특별시 성북구 정릉로 376 (돈암동)1522-3232,"37.602139","127.025271",
"20100616","성산동과 상암동을 지나는 도로로서, 행정동 명칭을 인용하여 부여함","10",Seongam-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223916",성산동 119-2,"1","28",상암동 862,성암로,"3113012",5.00000000,54.00000000,"3","11440","3",상암MBC,서울특별시 마포구 성암로 267 (상암동)1522-3232,"37.581297","126.890908",
"20100419",행정구역 명칭 사용,"20",Seongsan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030223909",망원동 297-2,"0","1061",연남동 448-4,성산로,"3005060",39.00000000,6650.00000000,"3","11440","2",연대동문,서울특별시 서대문구 성산로 565 (대신동)1522-3232,"37.566385","126.946273",
"20100419",역사성이 많은 영등포 지명 인용,"20",Yeongdeungpo-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030224650",양평동3가 489,"1","1410",신길동 1348,영등포로,"3118022",2.00000000,104.00000000,"3","11560","3",영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가)1522-3232,"37.518713","126.909559",
"20100419",역사적인 인물 김구의 호 인용,"10",Baekbeom-ro,"20150622",기재내용정정,"71","20100422","20181109161434",서울특별시 마포구 노고산동 31-6(신촌로타리),"1","3579",서울특별시 용산구 한강로1가 97(삼각지),백범로,"3005016",3.00000000,4150.00000000,"3","11440","2",용산리첸시아,"서울특별시 용산구 백범로 341 (원효로1가, 리첸시아 용산)1522-3232","37.538571","126.967409",
"20100419",청계천을 따라 조성된 도로의 특성을 반영하여 청계천 명칭을 인용,"5",Cheonggyecheon-ro,,기재내용정정,"71","20100422","20181106144332",서울특별시 종로구 세종로 139(동아미디어센터),"1","2367",서울특별시 동대문구 답십리동 463-13(신답초등학교),청계천로,"3100021",6.00000000,5900.00000000,"3","11200","2",황학캐슬,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아1522-3232,"37.57124","127.022905",
"20100514",조선 영조 14년에 도성 수비를 담당했던 어영청(御營廳)의 북둔(北屯)이 설치된 것에서 유래된 성북동의 동명을 인용하여 부여,"10",Seongbuk-ro,"20100910","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110309",성북동1가 50-1천,"1","726",성북동 330-139대,성북로,"3107008",2.00000000,34.00000000,"3","11290","3",한성대입구역,서울특별시 성북구 성북로 11 (성북동1가)1522-3232,"37.589054","127.004839",
"20100616","마포의 상징인 월드컵경기장을 지나는 도로로서, 2002년 월드컵을 인용하여 부여함","20",World Cup-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223918",합정동 415-8,"1","390",상암동 1572,월드컵로,"3113018",4.00000000,141.00000000,"3","11440","3",망원역,서울특별시 마포구 월드컵로 74 (서교동)1522-3232,"37.555829","126.910637",
"20090710",지역명칭 사용,"10",Jongam-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181109122922",서울특별시 동대문구 제기동 1149-10,"1","3863",서울특별시 성북구 하월곡동 200,종암로,"3005036",3.00000000,2170.00000000,"3","11290","2",종암,서울특별시 성북구 종암로 122 (종암동)1522-3232,"37.601095","127.033847",
"20100616",월드컵북로에서 분기되는 도로,"10",World Cup buk-ro 54-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223919",상암동 172-4,"1","2964",상암동 251-10,월드컵북로54길,"4139549",15.00000000,55.00000000,"4","11440","3",상암사보이시티,서울특별시 마포구 월드컵북로54길 17 (상암동)1522-3232,"37.58147","126.888983",
"20100419",조선시대부터 형성된 도로의 역사성 인용,"10",Jong-ro,"20110303",직권수정(속성변경),"99","20100422","20160920164354",세종로 1-68,"1","819",숭인동 1493,종로,"3100013",2.00000000,111.00000000,"3","11110","3",종로3가,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)1522-3232","37.5705527","126.9902055",
"20100422",옛 행정동 이었던 삼양동 인용,"10",Samyang-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181024144030",서울특별시 성북구 길음동 1164-6 (미아로),"1","3864",서울특별시 강북구 우이동 207-14,삼양로,"3005041",5.00000000,6700.00000000,"3","11305","2",미아뉴타운,서울특별시 강북구 삼양로 161 (미아동)1522-3232,"37.618319","127.021072",
"20100419",청계천을 따라 조성된 도로의 특성을 반영하여 청계천 명칭을 인용,"10",Cheonggyecheon-ro,,기재내용정정,"71","20100422","20181106092040",서울특별시 종로구 세종로 139(동아미디어센터),"1","1529",서울특별시 동대문구 답십리동 463-13(신답초등학교),청계천로,"3100021",2.00000000,5900.00000000,"3","11110","2",황학캐슬,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아1522-3232,"37.57124","127.022905",
"20100419",북촌마을 인용,"10",Bukchon-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214622",가회동 11-121,"1","1510",가회동 16-9,북촌로,"3100004",20.00000000,46.00000000,"3","11110","3",안국,서울특별시 종로구 북촌로 5-1 (재동)1522-3232,"37.577338","126.985635",
"20100422",성수동의 옛 지명인 뚝섬 명칭을 인용,"5",Ttukseom-ro,"20141117",직권수정(속성변경),"99","20100422","20190613130101",서울특별시 성동구 옥수동 168-1(용산구 경계),"2","863",서울특별시 광진구 구의동 593-18(동서울호텔 앞),뚝섬로,"3103010",2.00000000,6750.00000000,"3","11200","2",성수이마트,서울특별시 성동구 뚝섬로 379 (성수동2가) 이마트 성수점1522-3232,"37.5396996","127.0530083",
"20100419",조선중기의 대표적 유학자 이이의 호를 인용,"10",Yulgok-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214622",종로6가 70-2,"1","1888",종로6가 94-1,율곡로,"3100010",2.00000000,68.00000000,"3","11110","3",경복궁사거리,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)1522-3232","37.575578","126.980581",
"20100303",광나루로를 기준으로 일련번호 부여,"20",Gwangnaru-ro 8-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100603","20110303",성수동2가281,"0","608",성수동2가281-18,광나루로8길,"4109036",9.00000000,376.00000000,"4","11200","3",성수낙낙,서울시 성동구 광나루로8길 31 성수SKV1 2동 1층 101~107호1522-3232,"37.547326","127.066367",
"20100419",행정구역 명칭 사용,"20",Myeonmok-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030215735",면목동392-41,"1","1704",상봉동101-14,면목로,"3005027",3.00000000,5100.00000000,"3","11260","2",사가정역,서울특별시 중랑구 면목로 3101522-3232,"37.579594","127.087966",
,행정구역명칭 인용,"20",Sinchon-ro,"20141117",직권수정(속성변경),"99","20100422","20191118192150",동교동 173-17,"0","1058",아현동 91-14,신촌로,"3005057",30.00000000,3300.00000000,"3","11440","2",현대신촌,서울특별시 서대문구 신촌로 83 (창천동)1522-3232,"37.55608306","126.9358449",
"20100616",와우산로의 가로명은  1984년11월7일에 처음으로 제정되었으며 그이름은 인근에 있는 와우산에서 연유되었다.,"20",Wausan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223918",상수동 395,"0","1066",동교동 183-1,와우산로,"3113017",19.00000000,1829.00000000,"3","11440","3",홍대삼거리,서울특별시 마포구 와우산로 64 (상수동)1522-3232,"37.550266","126.923179",
